;ncm;descricao;alq_ipi;aliq_ipi
5159;2936.25;--Vitamina B6 e seus derivados;;
5160;2936.25.10;Vitamina B6;0.0;0.0
5161;2936.25.20;Cloridrato de piridoxina;0.0;0.0
5162;2936.25.90;Outros;0.0;0.0
5163;2936.26;--Vitamina B12 e seus derivados;;
5164;2936.26.10;Vitamina B12 (cianocobalamina);0.0;0.0
5165;2936.26.20;Cobamamida;0.0;0.0
5166;2936.26.30;Hidroxocobalamina e seus sais;0.0;0.0
5167;2936.26.90;Outros;0.0;0.0
5168;2936.27;--Vitamina C e seus derivados;;
5169;2936.27.10;Vitamina C (ácido L- ou DL-ascórbico);0.0;0.0
5170;2936.27.20;Ascorbato de sódio;0.0;0.0
5171;2936.27.90;Outros;0.0;0.0
5172;2936.28;--Vitamina E e seus derivados;;
5173;2936.28.1;D- ou DL-alfa-Tocoferol e seus derivados;;
5174;2936.28.11;D- ou DL-alfa-Tocoferol;0.0;0.0
5175;2936.28.12;Acetato de D- ou DL-alfa-tocoferol;0.0;0.0
5176;2936.28.19;Outros;0.0;0.0
5177;2936.28.90;Outros;0.0;0.0
5178;2936.29;--Outras vitaminas e seus derivados;;
5179;2936.29.1;Vitamina B9 (ácido fólico) e seus derivados;;
5180;2936.29.11;Vitamina B9 (ácido fólico) e seus sais;0.0;0.0
5181;2936.29.19;Outros;0.0;0.0
5182;2936.29.2;Vitaminas D e seus derivados;;
5183;2936.29.21;Vitamina D3 (colecalciferol);0.0;0.0
5184;2936.29.29;Outros;0.0;0.0
5185;2936.29.3;Vitamina H (biotina) e seus derivados;;
5186;2936.29.31;Vitamina H (biotina);0.0;0.0
5187;2936.29.39;Outros;0.0;0.0
5188;2936.29.40;Vitaminas K e seus derivados;0.0;0.0
5189;2936.29.5;Ácido nicotínico e seus derivados;;
5190;2936.29.51;Ácido nicotínico;0.0;0.0
5191;2936.29.52;Nicotinamida;0.0;0.0
5192;2936.29.53;Nicotinato de sódio;0.0;0.0
5193;2936.29.59;Outros;0.0;0.0
5194;2936.29.90;Outros;0.0;0.0
5195;2936.90.00;- Outras, incluindo os concentrados naturais;0.0;0.0
5197;29.37;"Hormônios, prostaglandinas, tromboxanas e leucotrienos, naturais ou reproduzidospor síntese; seus derivados e análogos estruturais, incluindo os polipeptídios decadeia modificada, utilizados principalmente como hormônios.";;
5198;2937.1;"- Hormônios polipeptídicos, hormônios proteicos e hormônios glicoproteicos, seus derivadose análogos estruturais:";;
5199;2937.11.00;--Somatotropina, seus derivados e análogos estruturais;0.0;0.0
5200;2937.12.00;--Insulina e seus sais;0.0;0.0
5201;2937.19;--Outros;;
5202;2937.19.10;ACTH (corticotropina);0.0;0.0
5203;2937.19.20;HCG (gonadotropina coriônica);0.0;0.0
5204;2937.19.30;PMSG (gonadotropina sérica);0.0;0.0
5205;2937.19.40;Menotropinas;0.0;0.0
5206;2937.19.50;Oxitocina;0.0;0.0
5207;2937.19.90;Outros;0.0;0.0
5208;2937.2;- Hormônios esteroides, seus derivados e análogos estruturais:;;
5209;2937.21;"--Cortisona,hidrocortisona,prednisona(deidrocortisona)eprednisolona(deidroidrocortisona)";;
5210;2937.21.10;Cortisona;0.0;0.0
5211;2937.21.20;Hidrocortisona;0.0;0.0
5212;2937.21.30;Prednisona (deidrocortisona);0.0;0.0
5213;2937.21.40;Prednisolona (deidroidrocortisona);0.0;0.0
5214;2937.22;--Derivados halogenados dos hormônios corticoesteroides;;
5215;2937.22.10;Dexametasona e seus acetatos;0.0;0.0
5216;2937.22.2;Triancinolona e seus derivados;;
5217;2937.22.21;Acetonida da triancinolona;0.0;0.0
5218;2937.22.29;Outros;0.0;0.0
5219;2937.22.3;Fluocortolona e seus derivados;;
5220;2937.22.31;Valerato de diflucortolona;0.0;0.0
5221;2937.22.39;Outros;0.0;0.0
5222;2937.22.90;Outros;0.0;0.0
5223;2937.23;--Estrogênios e progestogênios;;
5224;2937.23.10;Medroxiprogesterona e seus derivados;0.0;0.0
5225;2937.23.2;Norgestrel e seus derivados;;
5226;2937.23.21;L-Norgestrel (levonorgestrel);0.0;0.0
5227;2937.23.22;DL-Norgestrel;0.0;0.0
5228;2937.23.29;Outros;0.0;0.0
5229;2937.23.3;Estriol, seus ésteres e seus sais;;
5230;2937.23.31;Estriol e seu succinato;0.0;0.0
5231;2937.23.39;Outros;0.0;0.0
5232;2937.23.4;"Estradiol, seus ésteres e seus sais; derivados destes produtos";;
5233;2937.23.41;Hemissuccinato de estradiol;0.0;0.0
5234;2937.23.42;Fempropionato de estradiol (17-(3-fenilpropionato) de estradiol);0.0;0.0
5235;2937.23.49;Outros;0.0;0.0
5236;2937.23.5;Alilestrenol, seus ésteres e seus sais;;
5237;2937.23.51;Alilestrenol;0.0;0.0
5238;2937.23.59;Outros;0.0;0.0
5239;2937.23.60;Desogestrel;0.0;0.0
5240;2937.23.70;Linestrenol;0.0;0.0
5241;2937.23.9;Outros;;
5242;2937.23.91;Acetato de etinodiol;0.0;0.0
5243;2937.23.92;Gestodeno;0.0;0.0
5244;2937.23.99;Outros;0.0;0.0
5245;2937.29;--Outros;;
5246;2937.29.10;Metilprednisolona e seus derivados;0.0;0.0
5247;2937.29.20;21-Succinato sódico de hidrocortisona;0.0;0.0
5248;2937.29.3;Ciproterona e seus derivados;;
5249;2937.29.31;Acetato de ciproterona;0.0;0.0
5250;2937.29.39;Outros;0.0;0.0
5251;2937.29.40;Mesterolona e seus derivados;0.0;0.0
5252;2937.29.50;Espironolactona;0.0;0.0
5253;2937.29.60;Deflazacorte;0.0;0.0
5254;2937.29.90;Outros;0.0;0.0
5255;2937.50.00;- Prostaglandinas, tromboxanas e leucotrienos, seus derivados e análogos estruturais;0.0;0.0
5256;2937.90;- Outros;;
5257;2937.90.10;Tiratricol (triac) e seu sal sódico;0.0;0.0
5258;2937.90.30;Levotiroxina sódica;0.0;0.0
5259;2937.90.40;Liotironina sódica;0.0;0.0
5260;2937.90.90;Outros;0.0;0.0
5264;29.38;"Heterosídios, naturais ou reproduzidos por síntese, seus sais, éteres, ésteres e outrosderivados.";;
5265;2938.10.00;- Rutosídio (rutina) e seus derivados;0.0;0.0
5266;2938.90;- Outros;;
5267;2938.90.10;Deslanosídio;0.0;0.0
5268;2938.90.20;Esteviosídio;0.0;0.0
5269;2938.90.90;Outros;0.0;0.0
5271;29.39;"Alcaloides, naturais ou reproduzidos por síntese, seus sais, éteres, ésteres e outrosderivados.";;
5272;2939.1;"- Alcaloides do ópio e seus derivados; sais destes produtos:";;
5273;2939.11;"--Concentradosdepalhadedormideiraoupapoula;buprenorfina(DCI),codeína,diidrocodeína (DCI), etilmorfina, etorfina (DCI), folcodina (DCI), heroína, hidrocodona(DCI), hidromorfona (DCI), morfina, nicomorfina (DCI), oxicodona (DCI), oximorfona(DCI), tebacona (DCI) e tebaína; sais destes produtos";;
5274;2939.11.10;Concentrados de palha de dormideira ou papoula;0.0;0.0
5275;2939.11.2;"Buprenorfina, codeína e diidrocodeína; sais destes produtos";;
5276;2939.11.21;Buprenorfina e seus sais;0.0;0.0
5277;2939.11.22;Codeína e seus sais;0.0;0.0
5278;2939.11.23;Diidrocodeína e seus sais;0.0;0.0
5279;2939.11.3;"Etilmorfina e etorfina; sais destes produtos";;
5280;2939.11.31;Etilmorfina e seus sais;0.0;0.0
5281;2939.11.32;Etorfina e seus sais;0.0;0.0
5282;2939.11.40;Folcodina e seus sais;0.0;0.0
5283;2939.11.5;"Heroína, hidrocodona e hidromorfona; sais destes produtos";;
5284;2939.11.51;Heroína e seus sais;0.0;0.0
5285;2939.11.52;Hidrocodona e seus sais;0.0;0.0
5286;2939.11.53;Hidromorfona e seus sais;0.0;0.0
5287;2939.11.6;Morfina e seus sais;;
5288;2939.11.61;Morfina;0.0;0.0
5289;2939.11.62;Cloridrato e sulfato de morfina;0.0;0.0
5290;2939.11.69;Outros;0.0;0.0
5291;2939.11.70;Nicomorfina e seus sais;0.0;0.0
5292;2939.11.8;"Oxicodona e oximorfona; sais destes produtos";;
5293;2939.11.81;Oxicodona e seus sais;0.0;0.0
5294;2939.11.82;Oximorfona e seus sais;0.0;0.0
5295;2939.11.9;"Tebacona e tebaína; sais destes produtos";;
5296;2939.11.91;Tebacona e seus sais;0.0;0.0
5297;2939.11.92;Tebaína e seus sais;0.0;0.0
5298;2939.19.00;--Outros;0.0;0.0
5299;2939.20.00;"- Alcaloides da quina e seus derivados; sais destes produtos";0.0;0.0
5300;2939.30;- Cafeína e seus sais;;
5301;2939.30.10;Cafeína;0.0;0.0
5302;2939.30.20;Sais;0.0;0.0
5303;2939.4;- Efedrinas e seus sais:;;
5304;2939.41.00;--Efedrina e seus sais;0.0;0.0
5305;2939.42.00;--Pseudoefedrina (DCI) e seus sais;0.0;0.0
5306;2939.43.00;--Catina (DCI) e seus sais;0.0;0.0
5307;2939.44.00;--Norefedrina e seus sais;0.0;0.0
5308;2939.49.00;--Outros;0.0;0.0
5309;2939.5;"- Teofilina e aminofilina (teofilina-etilenodiamina) e seus derivados; sais destes produtos:";;
5310;2939.51.00;--Fenetilina (DCI) e seus sais;0.0;0.0
5311;2939.59;--Outros;;
5312;2939.59.10;Teofilina;0.0;0.0
5313;2939.59.20;Aminofilina;0.0;0.0
5314;2939.59.90;Outros;0.0;0.0
5315;2939.6;"- Alcaloides da cravagem do centeio e seus derivados; sais destes produtos:";;
5316;2939.61.00;--Ergometrina (DCI) e seus sais;0.0;0.0
5317;2939.62.00;--Ergotamina (DCI) e seus sais;0.0;0.0
5318;2939.63.00;--Ácido lisérgico e seus sais;0.0;0.0
5319;2939.69;--Outros;;
5320;2939.69.1;Derivados da ergometrina e seus sais;;
5321;2939.69.11;Maleato de metilergometrina;0.0;0.0
5322;2939.69.19;Outros;0.0;0.0
5323;2939.69.2;Derivados da ergotamina e seus sais;;
5324;2939.69.21;Mesilato de diidroergotamina;0.0;0.0
5325;2939.69.29;Outros;0.0;0.0
5326;2939.69.3;"Ergocornina e seus derivados; sais destes produtos";;
5327;2939.69.31;Mesilato de diidroergocornina;0.0;0.0
5328;2939.69.39;Outros;0.0;0.0
5329;2939.69.4;"Ergocriptina e seus derivados; sais destes produtos";;
5330;2939.69.41;Mesilato de alfa-diidroergocriptina;0.0;0.0
5331;2939.69.42;Mesilato de beta-diidroergocriptina;0.0;0.0
5332;2939.69.49;Outros;0.0;0.0
5333;2939.69.5;"Ergocristina e seus derivados; sais destes produtos";;
5334;2939.69.51;Ergocristina;0.0;0.0
5335;2939.69.52;Metanossulfonato de diidroergocristina;0.0;0.0
5336;2939.69.59;Outros;0.0;0.0
5337;2939.69.90;Outros;0.0;0.0
5338;2939.7;- Outros, de origem vegetal:;;
5339;2939.71;"--Cocaína,ecgonina,levometanfetamina,metanfetamina(DCI),racematodemetanfetamina; sais, ésteres e outros derivados destes produtos";;
5340;2939.71.1;"Cocaína e ecgonina; sais, ésteres e outros derivados destes produtos";;
5341;2939.71.11;Cocaína e seus sais;0.0;0.0
5342;2939.71.12;Ecgonina e seus sais;0.0;0.0
5343;2939.71.19;Outros;0.0;0.0
5344;2939.71.20;Levometanfetamina, seus sais, ésteres e outros derivados;0.0;0.0
5345;2939.71.30;Metanfetamina, seus sais, ésteres e outros derivados;0.0;0.0
5346;2939.71.40;Racemato de metanfetamina, seus sais, ésteres e outros derivados;0.0;0.0
5347;2939.79;--Outros;;
5348;2939.79.1;"Escopolamina e seus derivados; sais destes produtos";;
5349;2939.79.11;Brometo de N-butilescopolamônio;0.0;0.0
5350;2939.79.19;Outros;0.0;0.0
5351;2939.79.20;"Teobromina e seus derivados; sais destes produtos";0.0;0.0
5352;2939.79.3;Pilocarpina e seus sais;;
5353;2939.79.31;Pilocarpina, seu nitrato e seu cloridrato;0.0;0.0
5354;2939.79.39;Outros;0.0;0.0
5355;2939.79.40;Tiocolquicósido;0.0;0.0
5356;2939.79.90;Outros;0.0;0.0
5357;2939.80.00;- Outros;0.0;0.0
5361;2940.00;"Açúcares quimicamente puros, exceto sacarose, lactose, maltose, glicose e frutose(levulose); éteres, acetais e ésteres de açúcares, e seus sais, exceto os produtos dasposições 29.37, 29.38 ou 29.39.";;
5362;2940.00.1;Açúcares quimicamente puros;;
5363;2940.00.11;Galactose;0.0;0.0
5364;2940.00.12;Arabinose;0.0;0.0
5365;2940.00.13;Ramnose;0.0;0.0
5366;2940.00.19;Outros;0.0;0.0
5367;2940.00.2;"Ácido lactobiônico, seus sais e seus ésteres; derivados halogenados, sulfonados,nitrados ou nitrosados destes produtos";;
5368;2940.00.21;Ácido lactobiônico;0.0;0.0
5369;2940.00.22;Lactobionato de cálcio;0.0;0.0
5370;2940.00.23;Bromolactobionato de cálcio;0.0;0.0
5371;2940.00.29;Outros;0.0;0.0
5372;2940.00.9;Outros;;
5373;2940.00.92;Frutose-1,6-difosfato de cálcio ou de sódio;0.0;0.0
5374;2940.00.93;Maltitol;0.0;0.0
5375;2940.00.94;Lactogluconato de cálcio;0.0;0.0
5376;2940.00.99;Outros;0.0;0.0
5378;29.41;Antibióticos.;;
5379;2941.10;"- Penicilinas e seus derivados, com a estrutura do ácido penicilânico; sais destes produtos";;
5380;2941.10.10;Ampicilina e seus sais;0.0;0.0
5381;2941.10.20;Amoxicilina e seus sais;0.0;0.0
5382;2941.10.3;"Penicilina V e seus derivados; sais destes produtos";;
5383;2941.10.31;Penicilina V potássica;0.0;0.0
5384;2941.10.39;Outros;0.0;0.0
5385;2941.10.4;"Penicilina G e seus derivados; sais destes produtos";;
5386;2941.10.41;Penicilina G potássica;0.0;0.0
5387;2941.10.42;Penicilina G benzatínica;0.0;0.0
5388;2941.10.43;Penicilina G procaínica;0.0;0.0
5389;2941.10.49;Outros;0.0;0.0
5390;2941.10.90;Outros;0.0;0.0
5391;2941.20;"- Estreptomicinas e seus derivados; sais destes produtos";;
5392;2941.20.10;Sulfatos;0.0;0.0
5393;2941.20.90;Outros;0.0;0.0
5394;2941.30;"- Tetraciclinas e seus derivados; sais destes produtos";;
5395;2941.30.10;Cloridrato de tetraciclina;0.0;0.0
5396;2941.30.20;Oxitetraciclina;0.0;0.0
5397;2941.30.3;Minociclina e seus sais;;
5398;2941.30.31;Minociclina;0.0;0.0
5399;2941.30.32;Sais;0.0;0.0
5400;2941.30.90;Outros;0.0;0.0
5401;2941.40;"- Cloranfenicol e seus derivados; sais destes produtos";;
5402;2941.40.1;Cloranfenicol e seus ésteres;;
5403;2941.40.11;Cloranfenicol, seu palmitato, seu succinato e seu hemissuccinato;0.0;0.0
5404;2941.40.19;Outros;0.0;0.0
5405;2941.40.20;Tianfenicol e seus ésteres;0.0;0.0
5406;2941.40.90;Outros;0.0;0.0
5407;2941.50;"- Eritromicina e seus derivados; sais destes produtos";;
5408;2941.50.10;Claritromicina;0.0;0.0
5409;2941.50.20;Eritromicina e seus sais;0.0;0.0
5410;2941.50.90;Outros;0.0;0.0
5411;2941.90;- Outros;;
5412;2941.90.1;"Rifamicinas e seus derivados; sais destes produtos";;
5413;2941.90.11;Rifamicina S;0.0;0.0
5414;2941.90.12;Rifampicina (rifamicina AMP);0.0;0.0
5415;2941.90.13;Rifamicina SV sódica;0.0;0.0
5416;2941.90.19;Outros;0.0;0.0
5417;2941.90.2;"Lincomicina e seus derivados; sais destes produtos";;
5418;2941.90.21;Cloridrato de lincomicina;0.0;0.0
5419;2941.90.22;Fosfato de clindamicina;0.0;0.0
5420;2941.90.29;Outros;0.0;0.0
5421;2941.90.3;"Cefalosporinas e cefamicinas, e seus derivados; sais destes produtos";;
5422;2941.90.31;Ceftriaxona e seus sais;0.0;0.0
5423;2941.90.32;Cefoperazona e seus sais, cefazolina sódica;0.0;0.0
5424;2941.90.33;Cefaclor e cefalexina monoidratados, cefalotina sódica;0.0;0.0
5425;2941.90.34;Cefadroxil e seus sais;0.0;0.0
5426;2941.90.35;Cefotaxima sódica;0.0;0.0
5427;2941.90.36;Cefoxitina e seus sais;0.0;0.0
5428;2941.90.37;Cefalosporina C;0.0;0.0
5429;2941.90.39;Outros;0.0;0.0
5430;2941.90.4;Aminoglucosídios e seus sais;;
5431;2941.90.41;Sulfato de neomicina;0.0;0.0
5432;2941.90.42;Embonato de gentamicina (pamoato de gentamicina);0.0;0.0
5433;2941.90.43;Sulfato de gentamicina;0.0;0.0
5434;2941.90.49;Outros;0.0;0.0
5435;2941.90.5;Macrolídios e seus sais;;
5436;2941.90.51;Embonato de espiramicina (pamoato de espiramicina);0.0;0.0
5437;2941.90.59;Outros;0.0;0.0
5438;2941.90.6;Polienos e seus sais;;
5439;2941.90.61;Nistatina e seus sais;0.0;0.0
5440;2941.90.62;Anfotericina B e seus sais;0.0;0.0
5441;2941.90.69;Outros;0.0;0.0
5442;2941.90.7;Poliéteres e seus sais;;
5443;2941.90.71;Monensina sódica;0.0;0.0
5444;2941.90.72;Narasina;0.0;0.0
5445;2941.90.73;Avilamicinas;0.0;0.0
5446;2941.90.79;Outros;0.0;0.0
5447;2941.90.8;Polipeptídios e seus sais;;
5448;2941.90.81;Polimixinas e seus sais;0.0;0.0
5449;2941.90.82;Sulfato de colistina;0.0;0.0
5450;2941.90.83;Virginiamicinas e seus sais;0.0;0.0
5451;2941.90.89;Outros;0.0;0.0
5452;2941.90.9;Outros;;
5453;2941.90.91;Griseofulvina e seus sais;0.0;0.0
5454;2941.90.92;Fumarato de tiamulina;0.0;0.0
5455;2941.90.99;Outros;0.0;0.0
5457;2942.00.00;Outros compostos orgânicos.;0.0;0.0
5458;30.01;"Glândulas e outros órgãos para usos opoterápicos, dessecados, mesmo em pó;extratosdeglândulasoudeoutrosórgãosoudassuassecreções,parausosopoterápicos;heparinaeseussais;outrassubstânciashumanasouanimaispreparadasparafinsterapêuticosouprofiláticos,nãoespecificadasnemcompreendidas noutras posições.";;
5459;3001.20;- Extratos de glândulas ou de outros órgãos ou das suas secreções;;
5460;3001.20.10;De fígado;0.0;0.0
5461;3001.20.90;Outros;0.0;0.0
5462;3001.90;- Outros;;
5463;3001.90.10;Heparina e seus sais;0.0;0.0
5464;3001.90.20;Pedaços de pericárdio de origem bovina ou suína;0.0;0.0
5465;3001.90.3;Glândulas e outros órgãos, dessecados, mesmo em pó;;
5466;3001.90.31;Fígados;0.0;0.0
5467;3001.90.39;Outros;0.0;0.0
5468;3001.90.90;Outros;0.0;0.0
5470;30.02;"Sangue humano; sangue animal preparado para usos terapêuticos, profiláticos ou dediagnóstico; antissoros, outras frações do sangue e produtos imunológicos, mesmomodificadosouobtidosporviabiotecnológica;vacinas,toxinas,culturasdemicrorganismos (exceto leveduras) e produtos semelhantes.";;
5471;3002.1;"- Antissoros, outras frações do sangue e produtos imunológicos, mesmo modificados ouobtidos por via biotecnológica:";;
5472;3002.11.00;--Estojos de diagnóstico da malária (paludismo);0.0;0.0
5473;3002.12;--Antissoros e outras frações do sangue;;
5474;3002.12.1;Antissoros específicos de animais ou de pessoas imunizados;;
5475;3002.12.11;Antiofídicos e outros antivenenosos;0.0;0.0
5476;3002.12.12;Antitetânico;0.0;0.0
5477;3002.12.13;Anticatarral;0.0;0.0
5478;3002.12.14;Antipiogênico;0.0;0.0
5479;3002.12.15;Antidiftérico;0.0;0.0
5480;3002.12.16;Polivalentes;0.0;0.0
5481;3002.12.19;Outros;0.0;0.0
5482;3002.12.2;Outras frações do sangue, exceto as preparadas como medicamentos;;
5483;3002.12.21;Imunoglobulina anti-Rh;0.0;0.0
5484;3002.12.22;Outras imunoglobulinas séricas;0.0;0.0
5485;3002.12.23;Concentrado de fator VIII;0.0;0.0
5486;3002.12.24;Soroalbumina, em forma de gel, para preparação de reagentes de diagnóstico;0.0;0.0
5487;3002.12.29;Outros;0.0;0.0
5488;3002.12.3;Outras frações do sangue, preparadas como medicamentos;;
5489;3002.12.31;Soroalbumina, exceto a humana;0.0;0.0
5490;3002.12.32;Plasmina (fibrinolisina);0.0;0.0
5491;3002.12.33;Uroquinase;0.0;0.0
5492;3002.12.34;Imunoglobulina e cloridrato de histamina, associados;0.0;0.0
5493;3002.12.35;Imunoglobulina G, liofilizada ou em solução;0.0;0.0
5494;3002.12.36;Soroalbumina humana;0.0;0.0
5495;3002.12.39;Outros;0.0;0.0
5496;3002.13.00;"--Produtosimunológicos,nãomisturados,nãoapresentadosemdosesnemacondicionados para venda a retalho";0.0;0.0
5497;3002.14;"--Produtos imunológicos, misturados, não apresentados em doses nem acondicionadospara venda a retalho";;
5498;3002.14.10;Anticorpos monoclonais em solução tampão, contendo albumina bovina;0.0;0.0
5499;3002.14.90;Outros;0.0;0.0
5500;3002.15;--Produtos imunológicos, apresentados em doses ou acondicionados para venda a retalho;;
5501;3002.15.10;"Interferon beta; peg interferon alfa-2-a";0.0;0.0
5502;3002.15.20;"Basiliximab(DCI);bevacizumab(DCI);daclizumab(DCI);etanercept(DCI);gemtuzumab ozogamicin (DCI); oprelvekin (DCI); rituximab (DCI); trastuzumab (DCI)";0.0;0.0
5503;3002.15.90;Outros;0.0;0.0
5504;3002.19.00;--Outros;0.0;0.0
5505;3002.20;- Vacinas para medicina humana;;
5506;3002.20.1;Não apresentadas em doses, nem acondicionadas para venda a retalho;;
5507;3002.20.11;Contra a gripe;0.0;0.0
5508;3002.20.12;Contra a poliomielite;0.0;0.0
5509;3002.20.13;Contra a hepatite B;0.0;0.0
5510;3002.20.14;Contra o sarampo;0.0;0.0
5511;3002.20.15;Contra a meningite;0.0;0.0
5512;3002.20.16;Contra a rubéola, sarampo e caxumba (tríplice);0.0;0.0
5513;3002.20.17;Outras tríplices;0.0;0.0
5514;3002.20.18;Anticatarral e antipiogênico;0.0;0.0
5515;3002.20.19;Outras;0.0;0.0
5516;3002.20.2;Apresentadas em doses ou acondicionadas para venda a retalho;;
5517;3002.20.21;Contra a gripe;0.0;0.0
5518;3002.20.22;Contra a poliomielite;0.0;0.0
5519;3002.20.23;Contra a hepatite B;0.0;0.0
5520;3002.20.24;Contra o sarampo;0.0;0.0
5521;3002.20.25;Contra a meningite;0.0;0.0
5522;3002.20.26;Contra a rubéola, sarampo e caxumba (tríplice);0.0;0.0
5523;3002.20.27;Outras tríplices;0.0;0.0
5524;3002.20.28;Anticatarral e antipiogênico;0.0;0.0
5525;3002.20.29;Outras;0.0;0.0
5526;3002.30;- Vacinas para medicina veterinária;;
5527;3002.30.10;Contra a raiva;0.0;0.0
5528;3002.30.20;Contra a coccidiose;0.0;0.0
5529;3002.30.30;Contra a querato-conjuntivite;0.0;0.0
5530;3002.30.40;Contra a cinomose;0.0;0.0
5531;3002.30.50;Contra a leptospirose;0.0;0.0
5532;3002.30.60;Contra a febre aftosa;0.0;0.0
5533;3002.30.70;"Contra as seguintes enfermidades: de Newcastle, a vírus vivo ou vírus inativo; deGumboro,avírusvivoouvírusinativo;bronquite,avírusvivoouvírusinativo;difteroviruela, a vírus vivo; síndrome de queda de postura (EDS); salmonelose aviária,elaborada com cepa 9R; cólera de aves, inativadas";0.0;0.0
5534;3002.30.80;Vacinas combinadas contra as enfermidades citadas no item 3002.30.70;0.0;0.0
5535;3002.30.90;Outras;0.0;0.0
5536;3002.90;- Outros;;
5537;3002.90.10;Reagentes de origem microbiana para diagnóstico;0.0;0.0
5538;3002.90.20;Antitoxinas de origem microbiana;0.0;0.0
5539;3002.90.30;Tuberculinas;0.0;0.0
5540;3002.90.9;Outros;;
5541;3002.90.91;Para a saúde animal;0.0;0.0
5542;3002.90.92;Para a saúde humana;0.0;0.0
5543;3002.90.93;Saxitoxina;0.0;0.0
5544;3002.90.94;Ricina;0.0;0.0
5545;3002.90.99;Outros;0.0;0.0
5547;30.03;"Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídospor produtos misturados entre si, preparados para fins terapêuticos ou profiláticos,mas não apresentados em doses nem acondicionados para venda a retalho.";;
5548;3003.10;"- Que contenham penicilinas ou seus derivados, com a estrutura do ácido penicilânico, ouestreptomicinas ou seus derivados";;
5549;3003.10.1;Que contenham penicilinas ou seus derivados, com a estrutura do ácido penicilânico;;
5550;3003.10.11;Ampicilina ou seus sais;0.0;0.0
5551;3003.10.12;Amoxicilina ou seus sais;0.0;0.0
5552;3003.10.13;Penicilina G benzatínica;0.0;0.0
5553;3003.10.14;Penicilina G potássica;0.0;0.0
5554;3003.10.15;Penicilina G procaínica;0.0;0.0
5555;3003.10.19;Outros;0.0;0.0
5556;3003.10.20;Que contenham estreptomicinas ou seus derivados;0.0;0.0
5557;3003.20;- Outros, que contenham antibióticos;;
5558;3003.20.1;Que contenham anfenicóis ou seus derivados;;
5559;3003.20.11;Cloranfenicol, seu palmitato, seu succinato ou seu hemissuccinato;0.0;0.0
